time,market_price
1688083200000,30379.070000000007
1688169600000,30456.988571428577
1688256000000,30425.374285714293
1688342400000,30431.508571428578
1688428800000,30454.262857142865
1688515200000,30580.58000000001
1688601600000,30591.402857142868
1688688000000,30651.254285714294
1688774400000,30575.38000000001
1688860800000,30557.241428571437
1688947200000,30503.38714285715
1689033600000,30445.71571428572
1689120000000,30340.114285714288
1689206400000,30318.375714285718
1689292800000,30302.531428571434
1689379200000,30526.435714285715
1689465600000,30524.39142857143
1689552000000,30535.40857142858
1689638400000,30539.084285714292
1689724800000,30500.868571428582
1689811200000,30391.802857142866
1689897600000,30323.351428571437
1689984000000,30082.91142857144
1690070400000,30022.577142857153
1690156800000,29948.67571428572
1690243200000,29926.04714285715
1690329600000,29788.078571428578
1690416000000,29697.641428571435
1690502400000,29616.510000000006
1690588800000,29532.460000000003
1690675200000,29447.92285714286
1690761600000,29388.712857142866
1690848000000,29273.435714285722
1690934400000,29280.58857142858
1691020800000,29345.935714285722
1691107200000,29318.491428571437
1691193600000,29314.13000000001
1691280000000,29279.684285714295
1691366400000,29235.130000000012
1691452800000,29201.71142857144
1691539200000,29195.028571428586
1691625600000,29207.12571428573
1691712000000,29266.178571428583
1691798400000,29301.9742857143
1691884800000,29348.28571428573
1691971200000,29400.404285714296
1692057600000,29435.094285714295
1692144000000,29468.250000000007
1692230400000,29382.650000000005
1692316800000,29259.172857142865
1692403200000,28863.18285714286
1692489600000,28384.307142857146
1692576000000,27909.71571428572
1692662400000,27467.737142857146
1692748800000,26997.681428571435
1692835200000,26550.22714285715
1692921600000,26225.26428571429
1693008000000,26154.314285714292
1693094400000,26154.652857142868
1693180800000,26142.615714285723
1693267200000,26128.15714285715
1693353600000,26126.000000000007
1693440000000,26368.045714285723
1693526400000,26492.957142857154
1693612800000,26459.755714285722
1693699200000,26424.424285714293
1693785600000,26404.802857142866
1693872000000,26387.698571428577
1693958400000,26345.205714285723
1694044800000,26067.21571428572
1694131200000,25846.100000000006
1694217600000,25890.45428571429
1694304000000,25905.301428571434
1694390400000,25908.904285714292
1694476800000,25889.442857142865
1694563200000,25796.84857142858
1694649600000,25804.048571428582
1694736000000,25871.858571428584
1694822400000,25913.65142857144
1694908800000,26013.61142857144
1694995200000,26109.945714285725
